By downloading this data it is implied that you have read and agreed to the Disclaimer Document
and will abide by its terms and conditions.

This report was generated at 06:07:25 on 19 June 2017.

WELL HEADER DATA
ORDERED BY WELL NAME
WELL NAME,WELL ALIAS,ENO,UNO,STATE,LATITUDE(Dec Deg;GDA94),LONGITUDE(Dec Deg;GDA94),UTM ZONE,EASTING,NORTHING,ORIGINAL GEOGRAPHIC DATUM,BASIN/SUB-BASIN (WCR),BASIN/SUB-BASIN (GA),WELL STATUS,TOTAL DEPTH DATE,TOTAL DEPTH(mKB),WELL TYPE,PLATFORM,FIELD,LOCATION,ELEVATION/WATER DEPTH(m),TITLE,LAW,OPERATOR,CONTRACTOR,RIGMAKE/RIGMODEL,SPUD DATE,RIG RELEASE DATE,KELLY BUSHING/ROTARY TABLE,KB/RT HEIGHT(m),REMARK,OBJECTIVE (WCR),SUMMARY (WCR),RESFACS_SAMPLES,ORGCHEM_SAMPLES,STRATDAT_SAMPLES,CUTTINGS,CONVENTIONAL_CORES,UNSPECIFIED_CORES,SIDEWALL_BULLET_CORES,SIDEWALL_MECHANICAL_CORES
"Maret 1","",13213,1369017,1,"88957",3264,3264,142.06,142.06,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.19,1.36,.49,.78,427,0.12,174.36,62.82,"",,,,,,,,,
"Maret 1","",13213,1377976,1,"96902",3266,3272,142.1,142.21,"DRILL CHIPS/CUTTINGS","whole rock","Nippon Oil Expl(Vulcan)","File# = DAR1180 ","Geotechnical Services",2.05,22.93,2.63,4.47,422,0.08,512.98,58.84,"",,,,,,,,,
"Maret 1","",13213,1368266,1,"88958",3272,3272,142.21,142.21,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",4.98,28.85,2.32,5.54,421,0.15,520.76,41.88,"",,,,,,,,,
"Maret 1","",13213,1366749,1,"88959",3280,3280,160.02,160.02,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 29","Geotechnical Services",.56,3.45,.52,1.79,431,0.14,192.74,29.05,"",,,,,,,,,
"Maret 1","",13213,1366749,1,"88959",3280,3280,160.02,160.02,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 29","",,,,,,,,,"Keiraville Konsultants",.74,.6,.91,25,,,,,
"Maret 1","",13213,1369018,1,"88960",3289,3289,160.03,160.03,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.59,4.75,5.16,2.18,434,0.11,217.89,236.70,"",,,,,,,,,
"Maret 1","",13213,1369019,1,"88961",3295,3295,160.04,160.04,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",2.52,16.66,2.7,3.59,425,0.13,464.07,75.21,"",,,,,,,,,
"Maret 1","",13213,1368255,1,"40544",3300,3300,160.05,160.05,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","",,,,,,,,,"Keiraville Konsultants",.74,.63,.89,25,,,,,
"Maret 1","",13213,1369020,1,"88962",3302,3302,160.06,160.06,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.7,5.29,2.82,2.31,424,0.12,229.00,122.08,"",,,,,,,,,
"Maret 1","",13213,1369021,1,"88963",3310,3310,160.07,160.07,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.88,7.84,2.67,2.25,431,0.10,348.44,118.67,"",,,,,,,,,
"Maret 1","",13213,1368265,1,"88964",3317,3317,160.08,160.08,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.65,4.69,.5,2.03,435,0.12,231.03,24.63,"",,,,,,,,,
"Maret 1","",13213,1377978,1,"96903",3320,3329,160.08,160.1,"DRILL CHIPS/CUTTINGS","whole rock","Nippon Oil Expl(Vulcan)","File# = DAR1180 ","Geotechnical Services",.66,7.01,3.43,2.81,,0.09,249.47,122.06,"",,,,,,,,,
"Maret 1","",13213,1369022,1,"88965",3325,3325,160.09,160.09,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 25","Geotechnical Services",.52,3.56,3.81,1.78,435,0.13,200.00,214.04,"",,,,,,,,,
"Maret 1","",13213,1369022,1,"88965",3325,3325,160.09,160.09,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 25","",,,,,,,,,"Keiraville Konsultants",.74,.56,.92,27,,,,,
"Maret 1","",13213,1369023,1,"88966",3335,3335,160.11,160.11,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.74,6.11,.5,2.36,438,0.11,258.90,21.19,"",,,,,,,,,
"Maret 1","",13213,1368256,1,"40545",3340,3340,160.12,160.12,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","",,,,,,,,,"Keiraville Konsultants",.67,.52,.84,27,,,,,
"Maret 1","",13213,1369024,1,"88967",3342,3342,160.12,160.12,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.65,4.41,1.74,1.61,431,0.13,273.91,108.07,"",,,,,,,,,
"Maret 1","",13213,1369025,1,"88968",3348.5,3348.5,160.13,160.13,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.5,3.46,.48,1.39,435,0.13,248.92,34.53,"",,,,,,,,,
"Maret 1","",13213,1377980,1,"96904",3350,3359,160.13,160.15,"DRILL CHIPS/CUTTINGS","whole rock","Nippon Oil Expl(Vulcan)","File# = DAR1180 ","Geotechnical Services",.37,2.51,2.66,1.2,432,0.13,209.17,221.67,"",,,,,,,,,
"Maret 1","",13213,1369026,1,"88969",3355,3355,160.14,160.14,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.45,2.27,2.15,1,425,0.17,227.00,215.00,"",,,,,,,,,
"Maret 1","",13213,1368264,1,"88970",3362.5,3362.5,160.15,160.15,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.68,4.31,.24,1.61,437,0.14,267.70,14.91,"",,,,,,,,,
"Maret 1","",13213,1369027,1,"88971",3370.5,3370.5,160.16,160.16,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.55,4.29,.21,1.54,437,0.11,278.57,13.64,"",,,,,,,,,
"Maret 1","",13213,1369027,1,"88971",3370.5,3370.5,160.16,160.16,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","",,,,,,,,,"Keiraville Konsultants",.61,.47,.82,27,,,,,
"Maret 1","",13213,1374951,1,"88972",3380,3380,160.18,160.18,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.48,2.43,.15,.84,443,0.16,289.29,17.86,"",,,,,,,,,
"Maret 1","",13213,1369028,1,"88973",3389.5,3389.5,169.52,169.52,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 15","Geotechnical Services",2.68,25.65,.54,7.03,434,0.09,364.86,7.68,"",,,,,,,,,
"Maret 1","",13213,1369028,1,"88973",3389.5,3389.5,169.52,169.52,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 15","",,,,,,,,,"Keiraville Konsultants",.7,.59,.77,25,,,,,
"Maret 1","",13213,1369029,1,"88974",3394,3394,169.53,169.53,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.63,4.13,.22,2.05,436,0.13,201.46,10.73,"",,,,,,,,,
"Maret 1","",13213,1368263,1,"88975",3400,3400,169.54,169.54,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",1.33,10.07,1.45,3.86,433,0.12,260.88,37.56,"",,,,,,,,,
"Maret 1","",13213,1369030,1,"88976",3406.5,3406.5,169.54,169.54,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 12","Geotechnical Services",2.02,18.26,.47,6.57,436,0.10,277.93,7.15,"",,,,,,,,,
"Maret 1","",13213,1369030,1,"88976",3406.5,3406.5,169.54,169.54,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 12","",,,,,,,,,"Keiraville Konsultants",.73,.64,.8,25,,,,,
"Maret 1","",13213,1368251,1,"40540",3412,3412,169.55,169.55,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","",,,,,,,,,"Keiraville Konsultants",.7,.56,.91,30,,,,,
"Maret 1","",13213,1368251,1,"40540",3412,3412,169.55,169.55,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","",,,,,,,,,"Geotechnical Services",,,,,,,23,75,2
"Maret 1","",13213,1369031,1,"88977",3414,3414,169.55,169.55,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",2.29,19.34,2,6.54,434,0.11,295.72,30.58,"",,,,,,,,,
"Maret 1","",13213,1369032,1,"88978",3422,3422,169.56,169.56,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",.25,1.25,2.28,.53,419,0.17,235.85,430.19,"",,,,,,,,,
"Maret 1","",13213,1377981,1,"96905",3422,3431,169.56,169.61,"DRILL CHIPS/CUTTINGS","whole rock","Nippon Oil Expl(Vulcan)","File# = DAR1180 ","Geotechnical Services",2.59,18.08,2.72,4,419,0.13,452.00,68.00,"",,,,,,,,,
"Maret 1","",13213,1369033,1,"88979",3430,3430,169.58,169.58,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",11.54,50.48,2.12,8.46,423,0.19,596.69,25.06,"",,,,,,,,,
"Maret 1","",13213,1368252,1,"40541",3437,3437,169.79,169.79,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 9","",,,,,,,,,"Keiraville Konsultants",.69,.6,.87,25,,,,,
"Maret 1","",13213,1369034,1,"88980",3440,3440,169.79,169.79,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",4.64,26.11,.96,6.38,425,0.15,409.25,15.05,"",,,,,,,,,
"Maret 1","",13213,1368262,1,"88981",3447,3447,169.79,169.79,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",6.2,27.9,1,5.67,423,0.18,492.06,17.64,"",,,,,,,,,
"Maret 1","",13213,1369035,1,"88982",3460,3460,169.79,169.79,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",1.2,21.42,.79,5.69,432,0.05,376.45,13.88,"",,,,,,,,,
"Maret 1","",13213,1369036,1,"88983",3469,3469,169.79,169.79,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.24,,,,,"",,,,,,,,,
"Maret 1","",13213,1368253,1,"40542",3470,3470,169.79,169.79,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","",,,,,,,,,"Keiraville Konsultants",.75,.6,.87,25,,,,,
"Maret 1","",13213,1369037,1,"88984",3480,3480,169.79,169.79,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",1.23,10.43,1.4,3.76,425,0.11,277.39,37.23,"",,,,,,,,,
"Maret 1","",13213,1368249,1,"40538",3488,3488,169.79,169.79,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","",,,,,,,,,"Keiraville Konsultants",.73,.62,.9,25,,,,,
"Maret 1","",13213,1369038,1,"88985",3490,3490,169.79,169.79,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",14.34,69.26,2.54,11.6,424,0.17,597.07,21.90,"",,,,,,,,,
"Maret 1","",13213,1369039,1,"88986",3502,3502,170.54,170.54,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",2.3,21.37,1.39,5.12,425,0.10,417.38,27.15,"",,,,,,,,,
"Maret 1","",13213,1377983,1,"96906",3503,3509,170.62,171.09,"DRILL CHIPS/CUTTINGS","whole rock","Nippon Oil Expl(Vulcan)","File# = DAR1180 ","Geotechnical Services",.33,7.28,1.12,1.85,431,0.04,393.51,60.54,"",,,,,,,,,
"Maret 1","",13213,1368250,1,"40539",3509,3509,171.09,171.09,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; No lithology - lost recovery, SWC 4","",,,,,,,,,"Keiraville Konsultants",.68,.62,.76,4,,,,,
"Maret 1","",13213,1369040,1,"88987",3512,3512,171.33,171.33,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",,,,.36,,,,,"",,,,,,,,,
"Maret 1","",13213,1377984,1,"96907",3518,3527,171.8,172.51,"DRILL CHIPS/CUTTINGS","whole rock","Nippon Oil Expl(Vulcan)","File# = DAR1180 ","Geotechnical Services",6.04,57.17,1.93,23.7,438,0.10,241.22,8.14,"",,,,,,,,,
"Maret 1","",13213,1369041,1,"88988",3523,3523,172.19,172.19,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 1","Geotechnical Services",24.89,204.37,1.77,69,433,0.11,296.19,2.57,"",,,,,,,,,
"Maret 1","",13213,1369041,1,"88988",3523,3523,172.19,172.19,"SIDEWALL CORE BULLET","whole rock","Norcen Inter Ltd","File# = 91/1336; SWC 1","",,,,,,,,,"Keiraville Konsultants",.72,.6,.87,29,,,,,
"Maret 1","",13213,1368986,1,"88989",3530,3530,172.75,172.75,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",5.77,66.12,2.24,20.3,434,0.08,325.71,11.03,"",,,,,,,,,
"Maret 1","",13213,1368987,1,"88990",3540,3540,173.53,173.53,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",7.3,82.4,1.82,24.7,433,0.08,333.60,7.37,"",,,,,,,,,
"Maret 1","",13213,1368987,1,"88990",3540,3540,173.53,173.53,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","",,,,,,,,,"Keiraville Konsultants",.77,.69,.88,25,,,,,
"Maret 1","",13213,1368988,1,"88991",3550,3550,174.32,174.32,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",6.22,68.46,1.93,20,431,0.08,342.30,9.65,"",,,,,,,,,
"Maret 1","",13213,1368989,1,"88992",3560,3560,175.11,175.11,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","Geotechnical Services",10.1,98.96,1.85,31.3,431,0.09,316.17,5.91,"",,,,,,,,,
"Maret 1","",13213,1368989,1,"88992",3560,3560,175.11,175.11,"DRILL CHIPS/CUTTINGS","whole rock","Norcen Inter Ltd","File# = 91/1336 ","",,,,,,,,,"Keiraville Konsultants",.78,.68,.91,28,,,,,
"Montara 1","",13532,1364629,1,"89906",213.36,216.41,4.21,4.33,"DRILL CHIPS/CUTTINGS","whole rock","Western Mining Corp Ltd","File# = DAR1201 ","",,,,,,,,,"Keiraville Konsultants",.29,.24,.38,6,,,,,
"Montara 1","",13532,1342809,1,"86332",1920,1923,73.65,73.72,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.45,,,,,"",,,,,,,,,
"Montara 1","",13532,1342810,1,"86333",1938,1941,74.07,74.14,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.46,,,,,"",,,,,,,,,
"Montara 1","",13532,1342811,1,"86334",1959,1962,74.56,74.63,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.51,,,,,"",,,,,,,,,
"Montara 1","",13532,1342812,1,"86335",1977,1980,74.97,75.04,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.59,,,,,"",,,,,,,,,
"Montara 1","",13532,1342813,1,"86336",2001,2004,75.53,75.6,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.63,,,,,"Analabs",,,,,0,19,60,21,
"Montara 1","",13532,1342813,1,"86336",2001,2004,75.53,75.6,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","",,,,,,,,,"Keiraville Konsultants",.41,.33,.48,2,,,,,
"Montara 1","",13532,1342814,1,"86337",2019,2022,75.95,76.04,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.53,,,,,"",,,,,,,,,
"Montara 1","",13532,1342815,1,"86338",2037,2040,76.46,76.55,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.56,,,,,"",,,,,,,,,
"Montara 1","",13532,1342816,1,"86339",2061,2064,77.58,77.78,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.61,,,,,"",,,,,,,,,
"Montara 1","",13532,1359606,1,"86340",2079,2082,78.76,78.95,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.43,,,,,"",,,,,,,,,
"Montara 1","",13532,1342817,1,"86341",2097,2100,79.93,80.13,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.44,,,,,"",,,,,,,,,
"Montara 1","",13532,1342818,1,"86342",2118,2121,81.3,81.52,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.36,,,,,"",,,,,,,,,
"Montara 1","",13532,1342819,1,"86343",2139,2142,82.85,83.08,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.37,,,,,"",,,,,,,,,
"Montara 1","",13532,1368194,1,"86344",2160,2163,84.41,84.63,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.36,,,,,"",,,,,,,,,
"Montara 1","",13532,1342820,1,"86345",2178,2181,86.25,86.67,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.37,,,,,"",,,,,,,,,
"Montara 1","",13532,1342821,1,"86346",2199,2202,88.93,89.02,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.37,,,,,"",,,,,,,,,
"Montara 1","",13532,1342822,1,"86347",2217,2220,89.45,89.54,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.29,,,,,"",,,,,,,,,
"Montara 1","",13532,1342823,1,"86348",2238,2241,90.06,90.15,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.31,,,,,"",,,,,,,,,
"Montara 1","",13532,1342824,1,"86349",2259,2262,90.67,90.76,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.18,,,,,"",,,,,,,,,
"Montara 1","",13532,1342825,1,"86350",2277,2280,91.33,91.5,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.22,,,,,"",,,,,,,,,
"Montara 1","",13532,1342826,1,"86351",2298,2301,92.15,92.23,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.23,,,,,"",,,,,,,,,
"Montara 1","",13532,1342827,1,"86352",2319,2322,92.74,92.83,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.14,,,,,"",,,,,,,,,
"Montara 1","",13532,1342828,1,"86353",2337,2340,93.91,94.3,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.32,,,,,"",,,,,,,,,
"Montara 1","",13532,1342829,1,"86354",2355,2358,101.55,101.72,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.45,,,,,"",,,,,,,,,
"Montara 1","",13532,1342765,1,"86355",2379,2382,103.46,104.48,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.53,,,,,"",,,,,,,,,
"Montara 1","",13532,1367824,1,"50316",2379,2382,103.46,104.48,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = DAR873 ","Geotechnical Services",.09,.33,3.95,.51,427,0.21,64.71,774.51,"",,,,,,,,,
"Montara 1","",13532,1342766,1,"86356",2391,2394,160.45,160.46,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.61,,,,,"",,,,,,,,,
"Montara 1","",13532,1342767,1,"86357",2400,2400,160.46,160.46,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.24,2.67,3.97,1.36,433,0.08,196.32,291.91,"Analabs",,,,,0,23,43,34,
"Montara 1","",13532,1342767,1,"86357",2400,2400,160.46,160.46,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 88/77 ","",,,,,,,,,"Keiraville Konsultants",.44,.35,.53,27,,,,,
"Montara 1","",13532,1342768,1,"86358",2400,2403,160.46,160.47,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.93,,,,,"",,,,,,,,,
"Montara 1","",13532,1367825,1,"50328",2409,2412,160.47,160.48,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = DAR873 ","Geotechnical Services",.21,1.41,3.22,1.05,434,0.13,134.29,306.67,"",,,,,,,,,
"Montara 1","",13532,1367863,1,"86359",2409,2412,160.47,160.48,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.25,1.97,3.94,1.11,432,0.11,177.48,354.95,"",,,,,,,,,
"Montara 1","",13532,1342769,1,"86360",2418,2421,160.49,160.49,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.34,2.15,4.89,1.1,429,0.14,195.45,444.55,"",,,,,,,,,
"Montara 1","",13532,1342770,1,"86361",2420,2420,160.49,160.49,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.31,3.81,2.4,1.39,430,0.08,274.10,172.66,"",,,,,,,,,
"Montara 1","",13532,1342728,1,"86362",2427,2430,160.5,160.5,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.21,2.22,7.93,1.08,433,0.09,205.56,734.26,"",,,,,,,,,
"Montara 1","",13532,1342771,1,"86363",2436,2439,160.51,160.51,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.2,2.34,12.06,1.14,431,0.08,205.26,1057.89,"",,,,,,,,,
"Montara 1","",13532,1342772,1,"86364",2440,2440,160.51,160.51,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.36,4.6,3.35,1.49,430,0.07,308.72,224.83,"Analabs",,,,,0,14,34,52,
"Montara 1","",13532,1342772,1,"86364",2440,2440,160.51,160.51,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 88/77 ","",,,,,,,,,"Keiraville Konsultants",.46,.38,.53,26,,,,,
"Montara 1","",13532,1342773,1,"86365",2445,2448,160.52,160.52,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.97,,,,,"",,,,,,,,,
"Montara 1","",13532,1342774,1,"86366",2454,2457,160.53,160.53,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.48,3.16,9.86,1.08,422,0.13,292.59,912.96,"",,,,,,,,,
"Montara 1","",13532,1342729,1,"86367",2463,2466,160.54,160.55,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.27,2.88,9.04,1.29,429,0.09,223.26,700.78,"",,,,,,,,,
"Montara 1","",13532,1342776,1,"86368",2472,2475,160.55,160.56,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.28,2.26,7.61,1.1,429,0.11,205.45,691.82,"",,,,,,,,,
"Montara 1","",13532,1342777,1,"86369",2480,2480,160.56,160.56,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.34,3.04,.92,1.07,430,0.10,284.11,85.98,"Analabs",,,,,0,10,50,40,
"Montara 1","",13532,1342777,1,"86369",2480,2480,160.56,160.56,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 88/77 ","",,,,,,,,,"Keiraville Konsultants",.48,.39,.58,20,,,,,
"Montara 1","",13532,1342778,1,"86370",2481,2484,160.56,160.57,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.46,3.27,6.85,1.15,431,0.12,284.35,595.65,"",,,,,,,,,
"Montara 1","",13532,1342779,1,"86371",2490,2493,160.58,160.58,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.53,2.91,9.04,1.12,426,0.15,259.82,807.14,"",,,,,,,,,
"Montara 1","",13532,1342780,1,"86372",2493,2496,160.58,160.58,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.54,3.04,8.04,1.12,425,0.15,271.43,717.86,"",,,,,,,,,
"Montara 1","",13532,1342666,1,"86373",2500,2500,160.59,160.59,"SIDEWALL CORE BULLET","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.28,2.38,2.55,1.04,427,0.11,228.85,245.19,"",,,,,,,,,
"Montara 1","",13532,1342781,1,"86374",2502,2505,160.59,160.59,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.93,,,,,"",,,,,,,,,
"Montara 1","",13532,1342782,1,"86375",2511,2514,160.6,160.61,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",,,,.95,,,,,"",,,,,,,,,
"Montara 1","",13532,1342783,1,"86376",2520,2523,160.61,160.62,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.61,3.33,6.15,1.25,427,0.15,266.40,492.00,"",,,,,,,,,
"Montara 1","",13532,1342784,1,"86377",2529,2532,160.63,160.63,"DRILL CHIPS/CUTTINGS","whole rock","BHP Petroleum","File# = 88/77 ","Analabs",.39,2.32,6.84,1.15,431,0.14,201.74,594.78,"",,,,,,,,,
